"ID","Cohort_ID","Year","Grade","Domain","Government","Exposure_group","N_student","P_girls","ICSEA","ScoreDif","SE"
3,36,2015,"Year 7","Grammar and Punctuation","Yes","No to low exposure",756,0.503968253968254,931,-18.821255648531,7.575419483682
3,37,2016,"Year 7","Grammar and Punctuation","Yes","No to low exposure",744,0.486559139784946,941,-32.4792728169251,7.29897583987546
3,38,2017,"Year 7","Grammar and Punctuation","Yes","No to low exposure",757,0.483487450462351,932,-25.1809472452511,7.84320217145025
3,39,2018,"Year 7","Grammar and Punctuation","Yes","No to low exposure",768,0.47265625,942,-10.6139244156558,7.48336346785578
3,27,2008,"Year 9","Grammar and Punctuation","Yes","No to low exposure",739,0.491204330175913,1008,-18.9044384441513,7.45991685585643
3,28,2009,"Year 9","Grammar and Punctuation","Yes","No to low exposure",712,0.497191011235955,1008,-1.50431594883999,7.37140027644403
3,29,2010,"Year 9","Grammar and Punctuation","Yes","No to low exposure",716,0.486033519553073,952,-6.31942817532818,7.05250031080482
3,30,2011,"Year 9","Grammar and Punctuation","Yes","No to low exposure",703,0.493598862019915,952,-11.7804338838472,8.12599486399745
3,31,2012,"Year 9","Grammar and Punctuation","Yes","No to low exposure",671,0.497764530551416,949,-21.1676549510641,7.13123043168393
3,32,2013,"Year 9","Grammar and Punctuation","Yes","No to low exposure",705,0.526241134751773,927,-8.76849188776888,6.90190848934999
3,33,2014,"Year 9","Grammar and Punctuation","Yes","No to low exposure",704,0.504261363636364,932,-24.9805231159586,7.76771645248239
3,34,2015,"Year 9","Grammar and Punctuation","Yes","No to low exposure",756,0.503968253968254,931,-41.7591602386876,7.48508466257516
3,35,2016,"Year 9","Grammar and Punctuation","Yes","No to low exposure",744,0.486559139784946,941,6.00794761658257,7.42630393511359
3,36,2017,"Year 9","Grammar and Punctuation","Yes","No to low exposure",757,0.483487450462351,932,-30.2709992524792,7.41728445007145
3,37,2018,"Year 9","Grammar and Punctuation","Yes","No to low exposure",768,0.47265625,942,-42.0578292871662,7.57778008992583
4,42,2008,"Year 3","Grammar and Punctuation","Yes","No to low exposure",70,0.485714285714286,1017,35.8781352386979,30.2443843254009
4,43,2009,"Year 3","Grammar and Punctuation","Yes","No to low exposure",80,0.4875,1017,-70.4426366027343,23.1539081267197
4,44,2010,"Year 3","Grammar and Punctuation","Yes","No to low exposure",77,0.480519480519481,938,26.5019746403212,26.7279916794581
4,45,2011,"Year 3","Grammar and Punctuation","Yes","No to low exposure",74,0.418918918918919,945,-53.3602185569992,32.6542434836179
4,46,2012,"Year 3","Grammar and Punctuation","Yes","No to low exposure",68,0.411764705882353,946,-24.4372687164138,26.7501032487089
4,47,2013,"Year 3","Grammar and Punctuation","Yes","No to low exposure",69,0.376811594202899,925,-25.1987049574623,25.5774953779339
4,48,2014,"Year 3","Grammar and Punctuation","Yes","No to low exposure",65,0.446153846153846,933,-58.42077374422,30.8500617605912
4,49,2015,"Year 3","Grammar and Punctuation","Yes","No to low exposure",53,0.528301886792453,951,-22.1561198251116,33.1727432724268
4,50,2016,"Year 3","Grammar and Punctuation","Yes","No to low exposure",50,0.4,932,-25.4835988944251,30.5683721788364
4,51,2017,"Year 3","Grammar and Punctuation","Yes","No to low exposure",52,0.346153846153846,947,-43.1041846974649,27.1020419123784
4,40,2008,"Year 5","Grammar and Punctuation","Yes","No to low exposure",70,0.485714285714286,1017,-26.0365160562582,23.6250766153372
4,41,2009,"Year 5","Grammar and Punctuation","Yes","No to low exposure",80,0.4875,1017,0.636030442776981,26.7093156369555
4,42,2010,"Year 5","Grammar and Punctuation","Yes","No to low exposure",77,0.480519480519481,938,14.818944899673,24.9505580402734
4,43,2011,"Year 5","Grammar and Punctuation","Yes","No to low exposure",74,0.418918918918919,945,-27.3419429024909,23.1491997032875
4,44,2012,"Year 5","Grammar and Punctuation","Yes","No to low exposure",68,0.411764705882353,946,-8.29118493865096,25.1849880878794
4,45,2013,"Year 5","Grammar and Punctuation","Yes","No to low exposure",69,0.376811594202899,925,-48.8007928343623,30.5109433327889
4,46,2014,"Year 5","Grammar and Punctuation","Yes","No to low exposure",65,0.446153846153846,933,-38.3807935672656,27.0151004484897
4,47,2015,"Year 5","Grammar and Punctuation","Yes","No to low exposure",53,0.528301886792453,951,-11.0237689005267,27.1149067059748
4,49,2017,"Year 5","Grammar and Punctuation","Yes","No to low exposure",52,0.346153846153846,947,-10.465956646026,22.6555656295909
4,50,2018,"Year 5","Grammar and Punctuation","Yes","No to low exposure",58,0.379310344827586,963,20.0518896328752,28.473488556787
5,54,2008,"Year 3","Grammar and Punctuation","Yes","No to low exposure",577,0.487001733102253,1069,4.66203827506068,8.94609314968702
5,55,2009,"Year 3","Grammar and Punctuation","Yes","No to low exposure",549,0.502732240437158,1069,-29.3440784559279,9.86215952637429
5,56,2010,"Year 3","Grammar and Punctuation","Yes","No to low exposure",525,0.491428571428571,1014,-21.4783563136303,9.4527024599617
5,57,2011,"Year 3","Grammar and Punctuation","Yes","No to low exposure",460,0.493478260869565,1014,-33.2396768113527,11.7717382286571
5,58,2012,"Year 3","Grammar and Punctuation","Yes","No to low exposure",421,0.486935866983373,1015,-19.4557857707569,12.0077217892759
5,59,2013,"Year 3","Grammar and Punctuation","Yes","No to low exposure",406,0.485221674876847,1003,-41.2691380953705,10.7700767260344
5,60,2014,"Year 3","Grammar and Punctuation","Yes","No to low exposure",378,0.465608465608466,1014,5.51552601676191,11.9641042398901
5,61,2015,"Year 3","Grammar and Punctuation","Yes","No to low exposure",371,0.436657681940701,990,-54.8784511595115,11.1467210016403
5,62,2016,"Year 3","Grammar and Punctuation","Yes","No to low exposure",380,0.468421052631579,1011,-26.8669372262425,12.2162374930116
5,63,2017,"Year 3","Grammar and Punctuation","Yes","No to low exposure",377,0.469496021220159,1001,-10.3594534475994,15.5460969797679
5,64,2018,"Year 3","Grammar and Punctuation","Yes","No to low exposure",399,0.476190476190476,997,-7.06374050690453,11.584371583861
5,52,2008,"Year 5","Grammar and Punctuation","Yes","No to low exposure",577,0.487001733102253,1069,9.29494547309582,9.45178721820877
5,53,2009,"Year 5","Grammar and Punctuation","Yes","No to low exposure",549,0.502732240437158,1069,-0.152226630856773,8.56674107915963
5,54,2010,"Year 5","Grammar and Punctuation","Yes","No to low exposure",525,0.491428571428571,1014,5.64814992564863,8.77715731883113
5,55,2011,"Year 5","Grammar and Punctuation","Yes","No to low exposure",460,0.493478260869565,1014,-6.13927590245071,10.4959864328085
5,56,2012,"Year 5","Grammar and Punctuation","Yes","No to low exposure",421,0.486935866983373,1015,-1.09279134309781,10.4132345041567
5,57,2013,"Year 5","Grammar and Punctuation","Yes","No to low exposure",406,0.485221674876847,1003,-0.421517858126765,10.0950467449911
5,58,2014,"Year 5","Grammar and Punctuation","Yes","No to low exposure",378,0.465608465608466,1014,-23.4011797104208,10.4324391737149
5,59,2015,"Year 5","Grammar and Punctuation","Yes","No to low exposure",371,0.436657681940701,990,-32.3597955046294,10.6522048110584
5,60,2016,"Year 5","Grammar and Punctuation","Yes","No to low exposure",380,0.468421052631579,1011,1.57611170103959,10.364093720694
5,61,2017,"Year 5","Grammar and Punctuation","Yes","No to low exposure",377,0.469496021220159,1001,-22.7487834036416,11.4923216465248
5,62,2018,"Year 5","Grammar and Punctuation","Yes","No to low exposure",399,0.476190476190476,997,-20.2590999090903,10.7217938473042
6,67,2008,"Year 3","Grammar and Punctuation","Yes","No to low exposure",108,0.555555555555556,1030,-2.45803748524857,21.2610055228184
6,68,2009,"Year 3","Grammar and Punctuation","Yes","No to low exposure",105,0.580952380952381,1030,-38.7150015375966,21.4125849030222
6,69,2010,"Year 3","Grammar and Punctuation","Yes","No to low exposure",97,0.608247422680412,1013,-19.2450522772214,26.7779180803937
6,70,2011,"Year 3","Grammar and Punctuation","Yes","No to low exposure",100,0.54,1008,-13.3886055688585,24.1484812973045
6,71,2012,"Year 3","Grammar and Punctuation","Yes","No to low exposure",102,0.529411764705882,996,-18.2306420173548,21.643169523119
6,72,2013,"Year 3","Grammar and Punctuation","Yes","No to low exposure",87,0.471264367816092,997,-25.0948238646284,26.8097173172746
6,73,2014,"Year 3","Grammar and Punctuation","Yes","No to low exposure",95,0.442105263157895,967,-40.4521746866318,21.0481247573488
6,74,2015,"Year 3","Grammar and Punctuation","Yes","No to low exposure",88,0.477272727272727,968,4.00827840621218,21.6686395241851
6,75,2016,"Year 3","Grammar and Punctuation","Yes","No to low exposure",88,0.488636363636364,957,-49.9384578706229,27.0543100896889
6,76,2017,"Year 3","Grammar and Punctuation","Yes","No to low exposure",96,0.479166666666667,965,-74.417924923048,22.4731484115825
6,77,2018,"Year 3","Grammar and Punctuation","Yes","No to low exposure",85,0.494117647058824,976,4.6213054081012,30.5990742701841
6,65,2008,"Year 5","Grammar and Punctuation","Yes","No to low exposure",108,0.555555555555556,1030,-20.9317916499298,20.8927124448077
6,66,2009,"Year 5","Grammar and Punctuation","Yes","No to low exposure",105,0.580952380952381,1030,13.9924345350057,19.3082859941418
6,67,2010,"Year 5","Grammar and Punctuation","Yes","No to low exposure",97,0.608247422680412,1013,41.664148636082,21.278513790205
6,68,2011,"Year 5","Grammar and Punctuation","Yes","No to low exposure",100,0.54,1008,-19.0410497346092,21.1508781076853
6,69,2012,"Year 5","Grammar and Punctuation","Yes","No to low exposure",102,0.529411764705882,996,28.5943871068781,22.999415261439
6,70,2013,"Year 5","Grammar and Punctuation","Yes","No to low exposure",87,0.471264367816092,997,0.734823920747661,28.5542329611974
6,71,2014,"Year 5","Grammar and Punctuation","Yes","No to low exposure",95,0.442105263157895,967,4.76475452260996,21.2359388355724
6,72,2015,"Year 5","Grammar and Punctuation","Yes","No to low exposure",88,0.477272727272727,968,-1.34624810691111,27.3576576064584
6,73,2016,"Year 5","Grammar and Punctuation","Yes","No to low exposure",88,0.488636363636364,957,-53.7305150134123,21.0792815448373
6,74,2017,"Year 5","Grammar and Punctuation","Yes","No to low exposure",96,0.479166666666667,965,3.43927279992175,21.2073104916809
6,75,2018,"Year 5","Grammar and Punctuation","Yes","No to low exposure",85,0.494117647058824,976,-38.0112410698024,26.8115683125429
7,80,2008,"Year 3","Grammar and Punctuation","Yes","No to low exposure",183,0.46448087431694,1035,-17.3678122031868,18.1316161069448
7,81,2009,"Year 3","Grammar and Punctuation","Yes","No to low exposure",150,0.46,1035,-2.15247024192857,18.2938544631693
7,82,2010,"Year 3","Grammar and Punctuation","Yes","No to low exposure",150,0.433333333333333,969,-9.49000413930529,21.2416712335137
7,83,2011,"Year 3","Grammar and Punctuation","Yes","No to low exposure",142,0.401408450704225,967,-43.2492059423351,22.3582778841888
7,84,2012,"Year 3","Grammar and Punctuation","Yes","No to low exposure",154,0.435064935064935,961,-38.8360960196003,21.3780808947247
7,85,2013,"Year 3","Grammar and Punctuation","Yes","No to low exposure",158,0.424050632911392,947,-22.461969294489,23.0458394441287
7,86,2014,"Year 3","Grammar and Punctuation","Yes","No to low exposure",166,0.463855421686747,954,-48.3825434488828,16.16371875174
7,87,2015,"Year 3","Grammar and Punctuation","Yes","No to low exposure",175,0.485714285714286,948,34.182289864998,16.0264301285448
7,88,2016,"Year 3","Grammar and Punctuation","Yes","No to low exposure",181,0.486187845303867,947,6.24287301638365,18.0843095637122
7,89,2017,"Year 3","Grammar and Punctuation","Yes","No to low exposure",190,0.478947368421053,942,-41.46936241521,15.4829861372401
7,90,2018,"Year 3","Grammar and Punctuation","Yes","No to low exposure",182,0.489010989010989,951,-30.6989611342318,16.3607064766205
7,78,2008,"Year 5","Grammar and Punctuation","Yes","No to low exposure",183,0.46448087431694,1035,5.84351036655687,17.1385016670323
7,79,2009,"Year 5","Grammar and Punctuation","Yes","No to low exposure",150,0.46,1035,13.8528721638972,13.5781246105522
7,80,2010,"Year 5","Grammar and Punctuation","Yes","No to low exposure",150,0.433333333333333,969,-0.158117461301461,17.3708229200859
7,81,2011,"Year 5","Grammar and Punctuation","Yes","No to low exposure",142,0.401408450704225,967,-25.3473456169064,15.401849142245
7,82,2012,"Year 5","Grammar and Punctuation","Yes","No to low exposure",154,0.435064935064935,961,-24.3963984451648,19.4661947406241
7,83,2013,"Year 5","Grammar and Punctuation","Yes","No to low exposure",158,0.424050632911392,947,-20.3912283529595,17.2632800488974
7,84,2014,"Year 5","Grammar and Punctuation","Yes","No to low exposure",166,0.463855421686747,954,-30.2267715246435,16.8987527966402
7,85,2015,"Year 5","Grammar and Punctuation","Yes","No to low exposure",175,0.485714285714286,948,-39.6048666331572,19.6923627227416
7,86,2016,"Year 5","Grammar and Punctuation","Yes","No to low exposure",181,0.486187845303867,947,-7.74914930365973,15.2986383473015
7,87,2017,"Year 5","Grammar and Punctuation","Yes","No to low exposure",190,0.478947368421053,942,-24.0565056414296,14.9920569078822
7,88,2018,"Year 5","Grammar and Punctuation","Yes","No to low exposure",182,0.489010989010989,951,-8.26681162867716,15.7336954848292
8,93,2008,"Year 3","Grammar and Punctuation","Yes","No to low exposure",117,0.461538461538462,1010,-2.81472204014285,21.4123313447879
8,94,2009,"Year 3","Grammar and Punctuation","Yes","No to low exposure",107,0.504672897196262,1010,41.157376930146,22.3774211213153
8,95,2010,"Year 3","Grammar and Punctuation","Yes","No to low exposure",100,0.55,963,24.8764957344517,24.3250882594413
8,96,2011,"Year 3","Grammar and Punctuation","Yes","No to low exposure",107,0.504672897196262,964,89.6845064994433,22.5583858345243
8,97,2012,"Year 3","Grammar and Punctuation","Yes","No to low exposure",108,0.509259259259259,960,5.20746237679005,18.1737363533489
8,98,2013,"Year 3","Grammar and Punctuation","Yes","No to low exposure",109,0.541284403669725,949,-39.7583543805357,23.5145572167039
8,99,2014,"Year 3","Grammar and Punctuation","Yes","No to low exposure",113,0.530973451327434,977,8.69635113614047,22.3843642538245
8,100,2015,"Year 3","Grammar and Punctuation","Yes","No to low exposure",115,0.539130434782609,960,-29.1372015143704,23.7338902173451
8,101,2016,"Year 3","Grammar and Punctuation","Yes","No to low exposure",114,0.491228070175439,967,2.62605720750438,22.847582188124
8,102,2017,"Year 3","Grammar and Punctuation","Yes","No to low exposure",109,0.458715596330275,963,37.2563656891012,23.2298692882055
8,103,2018,"Year 3","Grammar and Punctuation","Yes","No to low exposure",108,0.453703703703704,955,5.19932899098711,20.8236193289641
8,91,2008,"Year 5","Grammar and Punctuation","Yes","No to low exposure",117,0.461538461538462,1010,19.6554920890875,23.9394422474969
8,92,2009,"Year 5","Grammar and Punctuation","Yes","No to low exposure",107,0.504672897196262,1010,11.4557680687113,19.4777070685104
8,93,2010,"Year 5","Grammar and Punctuation","Yes","No to low exposure",100,0.55,963,-6.93795251988505,22.0647670604081
8,94,2011,"Year 5","Grammar and Punctuation","Yes","No to low exposure",107,0.504672897196262,964,-4.73018396579183,19.4674991451303
8,95,2012,"Year 5","Grammar and Punctuation","Yes","No to low exposure",108,0.509259259259259,960,-5.1763863559649,23.0049534783543
8,96,2013,"Year 5","Grammar and Punctuation","Yes","No to low exposure",109,0.541284403669725,949,1.92037768308055,19.9321071889584
8,97,2014,"Year 5","Grammar and Punctuation","Yes","No to low exposure",113,0.530973451327434,977,29.8998956572751,19.7366416986162
8,98,2015,"Year 5","Grammar and Punctuation","Yes","No to low exposure",115,0.539130434782609,960,-15.3009593336622,24.8438066670725
8,99,2016,"Year 5","Grammar and Punctuation","Yes","No to low exposure",114,0.491228070175439,967,25.4593524771705,21.253238174799
8,100,2017,"Year 5","Grammar and Punctuation","Yes","No to low exposure",109,0.458715596330275,963,23.5988961687362,20.5592852424392
8,101,2018,"Year 5","Grammar and Punctuation","Yes","No to low exposure",108,0.453703703703704,955,-1.99062842112483,20.2991140579362
9,106,2008,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",86,0.453488372093023,1023,-54.7126760455601,25.2221381305289
9,107,2009,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",87,0.482758620689655,1023,21.4448250801771,21.3238994158998
9,108,2010,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",83,0.421686746987952,963,-57.531329941015,32.7914452088835
9,109,2011,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",75,0.453333333333333,966,-11.6631818891987,26.9253587230392
9,110,2012,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",76,0.460526315789474,960,-26.2767071209961,21.4532881358995
9,111,2013,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",64,0.46875,959,8.77023206282647,30.8340687336558
9,112,2014,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",60,0.433333333333333,960,-19.2831603494966,36.1195563128489
9,113,2015,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",62,0.435483870967742,978,28.46432352163,28.6432561415477
9,114,2016,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",61,0.475409836065574,945,31.7083082460256,27.2596793763848
9,115,2017,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",57,0.508771929824561,976,-47.9164037503096,35.9797336008789
9,116,2018,"Year 3","Grammar and Punctuation","Yes","Moderate exposure",58,0.482758620689655,978,18.2567677456889,30.5522513059727
9,104,2008,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",86,0.453488372093023,1023,14.2136431756376,20.3803065581089
9,105,2009,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",87,0.482758620689655,1023,-15.0986817157822,20.4514202883571
9,106,2010,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",83,0.421686746987952,963,30.7168177023556,30.8019784416397
9,107,2011,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",75,0.453333333333333,966,0.465894634275428,19.3670838180182
9,108,2012,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",76,0.460526315789474,960,-25.4387808247075,31.0066471984125
9,109,2013,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",64,0.46875,959,-0.300414277973131,23.8786722173361
9,110,2014,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",60,0.433333333333333,960,-39.5816104574235,22.3820934970417
9,111,2015,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",62,0.435483870967742,978,10.2859159719124,33.7128610411567
9,112,2016,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",61,0.475409836065574,945,-68.586890898861,23.9733283654526
9,113,2017,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",57,0.508771929824561,976,65.8730465876839,25.1301319817579
9,114,2018,"Year 5","Grammar and Punctuation","Yes","Moderate exposure",58,0.482758620689655,978,5.98322421858055,26.6429096593606
10,119,2008,"Year 3","Grammar and Punctuation","Yes","No to low exposure",296,0.442567567567568,1015,-29.1591437563397,13.8745641102368
10,120,2009,"Year 3","Grammar and Punctuation","Yes","No to low exposure",287,0.449477351916376,1015,-19.4796930431853,16.1861947689752
10,121,2010,"Year 3","Grammar and Punctuation","Yes","No to low exposure",296,0.472972972972973,966,-22.4616548179508,13.1502825592539
10,122,2011,"Year 3","Grammar and Punctuation","Yes","No to low exposure",302,0.486754966887417,966,-31.0512418349282,14.947905229649
10,123,2012,"Year 3","Grammar and Punctuation","Yes","No to low exposure",285,0.508771929824561,968,-6.92802999797021,15.0147125277615
10,124,2013,"Year 3","Grammar and Punctuation","Yes","No to low exposure",274,0.496350364963504,974,-5.04331523153353,15.0402531009563
10,125,2014,"Year 3","Grammar and Punctuation","Yes","No to low exposure",281,0.512455516014235,973,18.8721008403616,14.0315584186983
10,126,2015,"Year 3","Grammar and Punctuation","Yes","No to low exposure",299,0.518394648829431,975,-22.4282695541704,13.0737882422535
10,127,2016,"Year 3","Grammar and Punctuation","Yes","No to low exposure",303,0.534653465346535,973,0.94504454062249,14.8893916597636
10,128,2017,"Year 3","Grammar and Punctuation","Yes","No to low exposure",315,0.533333333333333,970,-9.9415737322041,13.9405621860581
10,129,2018,"Year 3","Grammar and Punctuation","Yes","No to low exposure",313,0.536741214057508,961,-8.30041008384099,12.8640024978612
10,117,2008,"Year 5","Grammar and Punctuation","Yes","No to low exposure",296,0.442567567567568,1015,-27.2175273496454,11.2103201468593
10,118,2009,"Year 5","Grammar and Punctuation","Yes","No to low exposure",287,0.449477351916376,1015,-6.45532484235586,11.4157273218143
10,119,2010,"Year 5","Grammar and Punctuation","Yes","No to low exposure",296,0.472972972972973,966,-14.7340370756188,12.5230475997133
10,120,2011,"Year 5","Grammar and Punctuation","Yes","No to low exposure",302,0.486754966887417,966,-33.3712506322703,13.6764331930745
10,121,2012,"Year 5","Grammar and Punctuation","Yes","No to low exposure",285,0.508771929824561,968,-18.7958187741061,12.2803530317746
10,122,2013,"Year 5","Grammar and Punctuation","Yes","No to low exposure",274,0.496350364963504,974,-24.1255160742382,13.0156590454393
10,123,2014,"Year 5","Grammar and Punctuation","Yes","No to low exposure",281,0.512455516014235,973,-10.0101771838812,13.714945180561
10,124,2015,"Year 5","Grammar and Punctuation","Yes","No to low exposure",299,0.518394648829431,975,-8.11243279530634,14.7548050501594
10,125,2016,"Year 5","Grammar and Punctuation","Yes","No to low exposure",303,0.534653465346535,973,-16.5722274758046,12.1009707438455
